No.,日付,日付S,場 R,場所,日次,Ｒ,レース名,発走時刻,クラス,年限定,芝ダ,距離,距離,外回り,コース区分,コースマーク,コースグループ数,コースグループ名1,頭,頭数,フルゲート頭数,R印1,レース印2,レース印3,枠番,馬番,B,馬印1,馬印2,馬印3,馬印4,馬名,馬名S,Ｃ,性,齢,性別,年齢,騎手,斤量,馬齢斤量差,斤量体重比,所属,調教師,所属,降級戦,投票,マイニング値,マイニング順位,ﾏｲ差,対戦型マイニング値,対戦型マイニング順位,Tﾏ差,指数1,指数順位1,指差1,指数2,指数順位2,指差2,指数3,指数順位3,指差3,指数4,指数順位4,指差4,取消しフラグ,人気,単オッズ,単ｼｪｱ,複勝人気,複勝オッズ下,上,複ｼｪｱ,単複S比,指時系1・単勝,指時系1・人気,指時系2・単勝,指時系2・人気,指時系3・単勝,指時系3・人気,指時系4・単勝,指時系4・人気,指時系1・複勝下,複上1,複人1,指時系2・複勝下,複上2,複人2,指時系3・複勝下,複上3,複人3,指時系4・複勝下,複上4,複人4,着,単勝,複勝,枠連配当,馬連配当,馬単配当,３連複配当,３連単配当,馬体重,増減,本賞金,収得賞金,キャリア(当時/取消等含),キャリア(最新),全1,全2,全3,全外,平1,平2,平3,平外,芝1,芝2,芝3,芝外,ダ1,ダ2,ダ3,ダ外,障1,障2,障3,障外,他1,他2,他3,他外,チェック騎手タイプ,チェック調教師タイプ,調教師多頭出し数,馬主多頭出し数,馬記号,馬主,馬主タイプ,生産者,生産者タイプ,産地,種牡馬,父タイプ名,母名,母父名,母父タイプ名,父母父名,父母父タイプ名,母母父名,母母父タイプ名,毛色,生年,誕生日,騎手誕生日(歳),調教師誕生日(歳),兄弟(収得1位),勝数,兄弟(収得2位),勝数,兄弟(収得3位),勝数,兄弟(収得4位),勝数,兄弟(収得5位),勝数,馬名の意味由来,チェック日,チェック馬コメント,チェック馬コメント,馬コメント,馬コメント,予想コメント,予想コメント,結果コメント,結果コメント,KOL関係者コメント,KOL関係者コメント,KOL次走へのメモ,KOL次走へのメモ,レースコメント,レースコメント,騎手コメント,騎手コメント,調教師コメント,調教師コメント,ワーク1,ワーク1S,ワーク2,ワーク2S,ワーク3,ワーク3S,ワーク4,ワーク4S,間隔,休明戦目,前番,前人気,前着順,前着差,前確定着順,前入線順位,前異常コード,前走騎手,乗替,前斤量,斤量差,前馬体重,前馬体重増減,前走開催,前場所,同場,前レース印,前レース印2,前レース印3,前馬印1,前印2,前印3,前印4,前印5,前印6,前印7,前印8,前芝ダ,前距離,距離差,前芝ダ,今芝ダ,前走コースマーク,前走コースグループ数,前走コースグループ名1,前馬場状態,前ｸﾗｽ,前頭数,頭差,前通過1,前通過2,前通過3,前通過4,前脚質,前走決め手,前3F順,前走予想コメント,前走予想コメント,前走結果コメント,前走結果コメント,前走KOLコメント,前走KOLコメント,前走KOL次走メモ,前走KOL次走メモ,前レースコメント,前走レースコメント,レースID(旧),レースID(新),血統登録番号,トラックC,トラックコード(JV),クラスC,グレード,競走種別C,重量C,競走記号コード,性別コード,馬記号コード,見習いコード,調教師所属コード,騎手コード,調教師コード,馬主コード,前レースID(新),前レースID(旧)
11,0523,2026.5.23,新1,新潟,7,1,障害未勝利,09:45,未勝利,４歳以上,芝,2890,2890,,,,,,14,14,14,,,,7,11,,,,,, プレミアブルー,プレミアブルー,,牡,4,牡,4,中村将之, 59 ,2.0,,(美),菊川正達,美浦,,1,,,,,,,,,,,,,,,,,,,,11,104.0,0.8,12,11.0,19.7,1.3,164.9,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,,,,,,,,,,,166,0,10,10,0,0,0,10,0,0,0,8,0,0,0,7,0,0,0,1,0,0,0,2,0,0,0,0,0,0,,,,蕭敬意,,原田新治,,平取町,トーセンラー,ロイヤルチャージャー系,ナイキアムール,マヤノトップガン,ロイヤルチャージャー系,Lycius,ネイティヴダンサー系,リアルシヤダイ,ロイヤルチャージャー系,栗毛,2022,0427,"1986年10月 9日(39歳)","1962年11月17日(63歳)",,,,,,,,,,,特別なブルー,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,1,14,10,10着, 3.0,10,10,0,石神深一,替, 59 ,0.0,468,-4,"260308 2中4  4R",中山,別場,,,,,,,,,,,,ダ,2880,+10,障,障,,,,良,未勝利,14,0,12,12,11,10,中,中団,,,,,,,,,,,,0426170111,202605230401070111,2022102387,2,56,7, ,19,4,A00,1,00,0,1,01101,01052,060034,202603080602040414,0626240414
12,0523,2026.5.23,新1,新潟,7,1,障害未勝利,09:45,未勝利,４歳以上,芝,2890,2890,,,,,,14,14,14,,,,7,12,,,,,, エターナルシルバー,エターナルシルバー,,牡,4,牡,4,草野太郎, 59 ,2.0,,(美),中舘英二,美浦,,1,,,,,,,,,,,,,,,,,,,,8,41.1,1.9,8,4.4,7.7,3.4,175.3,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,,,,,,,,,,,512,0,9,9,0,1,1,7,0,1,1,6,0,1,1,6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,,,広尾レース,,パカパカファーム,,新冠町,シルバーステート,ロイヤルチャージャー系,フォーエヴァーユアーズ,Motivator,ニアークティック系,"Silver Hawk",ロイヤルチャージャー系,Anabaa,ニアークティック系,鹿毛,2022,0516,"1989年 1月20日(37歳)","1965年 7月22日(60歳)",,,,,,,,,,,永遠の銀。父名、母名より連想,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,2,5,7,11着, 9.1,11,11,0,草野太郎,, 59 ,0.0,468,+8,"260405 3中4  4R",中山,別場,,,,,,,,,,,,ダ,2880,+10,障,障,,,,重,未勝利,14,0,12,12,12,12,後,後方,,,,,,,,,,,,0426170112,202605230401070112,2022106737,2,56,7, ,19,4,A00,1,00,0,1,01113,01153,553800,202604050603040405,0626340405
13,0523,2026.5.23,新1,新潟,7,1,障害未勝利,09:45,未勝利,４歳以上,芝,2890,2890,,,,,,14,14,14,,,,8,13,,,,,,$イェルマーク,イェルマーク,,牡,5,牡,5,大江原圭, 60 ,3.0,,(美),西田雄一,美浦,,1,,,,,,,,,,,,,,,,,,,,12,128.8,0.6,14,13.2,23.7,1.0,168.5,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,,,,,,,,,,,140,0,12,12,4,0,1,7,0,0,1,7,0,0,1,4,0,0,0,3,0,0,0,0,4,0,0,0,0,0,,,(外)(地),吉田和美,,"Mr K Parsons",,豪,"Blue Point",ニアークティック系,"Down The Hatch","Flying Spur",ニアークティック系,"Royal Applause",ニアークティック系,"Rory's Jester",ナスルーラ系,鹿毛,2021,0812,"1990年 2月26日(36歳)","1974年10月14日(51歳)",,,,,,,,,,,人名より,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,1,16,10,12着, 2.1,12,12,0,水沼元輝,替,55▲,+5.0,502,-8,"260308 2中4  6R",中山,別場,,,,,,,,,,,,ダ,1200,+1690,ダ,障,,,,稍重,1勝,16,-2,,, 5, 5,中,中団,15,,,,,,,,,,,0426170113,202605230401070113,2021110117,2,56,7, ,19,4,A00,1,11,0,1,01120,01187,138007,202603080602040616,0626240616
14,0523,2026.5.23,新1,新潟,7,1,障害未勝利,09:45,未勝利,４歳以上,芝,2890,2890,,,,,,14,14,14,,,,8,14,,,,,, パーセルペーパー,パーセルペーパー,,牡,5,牡,5,江田勇亮, 60 ,3.0,,(美),和田雄二,美浦,,1,,,,,,,,,,,,,,,,,,,,7,30.9,2.6,7,3.2,5.5,4.9,190.9,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,,,,,,,,,,,1313,0,25,25,1,0,4,20,1,0,4,18,1,0,4,16,0,0,0,2,0,0,0,2,0,0,0,0,0,0,,,,ブルースターズファーム,,ブルースターズファーム,,新冠町,ロージズインメイ,ロイヤルチャージャー系,ビジュティエ,オルフェーヴル,ロイヤルチャージャー系,"Speak John",セントサイモン系,Linamix,ニアークティック系,栗毛,2021,0324,"1978年 9月 4日(47歳)","1969年 8月14日(56歳)",マイネルゼウス,1,アイドクレース,1,,,,,,,宝石を包む紙。母名より連想,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,1,9,7,６着, 1.9,6,6,0,江田勇亮,, 60 ,0.0,446,+4,"260222 1小10  4",小倉,別場,,,,,,,,,,,,芝,2860,+30,障,障,,,,良,未勝利,12,2, 2, 2, 3, 4,先,先行,,,,,,,,,,,,0426170114,202605230401070114,2021106840,2,56,7, ,19,4,A00,1,00,0,1,01023,01143,027803,202602221001100409,10261A0409
15,0523,2026.5.23,新2,新潟,7,2,未勝利・牝,10:20,未勝利,３歳,ダ,1800,1800,,,,,,15,15,15,,,,1,1,,,,,, ディジョネット,ディジョネット,,牝,3,牝,3,石田拓郎,52▲,-3.0,,(美),松山将樹,美浦,,1,,,,,,,,,,,,,,,,,,,,12,104.1,0.8,14,15.0,25.3,1.0,128.1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,,,,,,,,,,,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,,,阿部善武,,対馬正,,新冠町,モーニン,ニアークティック系,ライクエグザイル,プリサイスエンド,ネイティヴダンサー系,"Distorted Humor",ネイティヴダンサー系,ブラックタイアフェアー,ネイティヴダンサー系,鹿毛,2023,0326,"2005年 1月20日(21歳)","1970年 6月 2日(55歳)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,1,8,16,13着, 3.9,13,13,0,上里直汰,替,52▲,0.0,466,0,"260210 1東4  4R",東京,別場,,,,,,,,,,,,ダ,1600,+200,ダ,ダ,,,,稍重,新馬,16,-1,,,12,13,後,後方,10,,,,,,,,,,,0426170201,202605230401070201,2023104235,1,23,7, ,12,3,023,2,00,3,1,01203,01100,158803,202602100501040408,0526140408
16,0523,2026.5.23,新2,新潟,7,2,未勝利・牝,10:20,未勝利,３歳,ダ,1800,1800,,,,,,15,15,15,,,,2,2,B,,,,, スマートコーラル,スマートコーラル,,牝,3,牝,3,舟山瑠泉,53△,-2.0,,(栗),石坂公一,栗東,,1,,,,,,,,,,,,,,,,,,,,1,1.4,54.5,1,1.2,1.6,26.4,48.5,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,,,,,,,,,,,240,0,7,7,0,1,0,6,0,1,0,6,0,0,0,1,0,1,0,5,0,0,0,0,0,0,0,0,0,0,2,,,大川徹,,杵臼牧場,,浦河町,マジェスティックウォリアー,ナスルーラ系,スマートサクソン,ドリームジャーニー,ロイヤルチャージャー系,"Seeking the Gold",ネイティヴダンサー系,クロフネ,ニアークティック系,鹿毛,2023,0315,"2006年 7月28日(19歳)","1982年12月13日(43歳)",スマートアンバー,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,4,4,9,２着, 0.0,2,2,0,舟山瑠泉,,53△,0.0,494,+4,"260502 1新1  2R",新潟,同場,,,,,,,,,,,,ダ,1800,0,ダ,ダ,,,,不良,未勝利,15,0, 2, 2, 1, 1,逃,逃げ,2,,,,,,,,,,,0426170202,202605230401070202,2023106001,1,23,7, ,12,3,023,2,00,2,2,01221,01166,007803,202605020401010204,0426110204
17,0523,2026.5.23,新2,新潟,7,2,未勝利・牝,10:20,未勝利,３歳,ダ,1800,1800,,,,,,15,15,15,,,,2,3,,,,,, マッドヘッドラブ,マッドヘッドラブ,,牝,3,牝,3,武藤雅, 55 ,0.0,,(美),戸田博文,美浦,,1,,,,,,,,,,,,,,,,,,,,10,73.3,1.1,9,5.1,8.5,3.1,282.4,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,,,,,,,,,,,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,,,坂東勝彦,,坂東牧場,,平取町,パイロ,ナスルーラ系,カリビアンロマンス,コマンズ,ニアークティック系,"Wild Again",ニアークティック系,"Cape Cross",ニアークティック系,青鹿,2023,0412,"1998年 1月10日(28歳)","1963年10月 1日(62歳)",デルマルーヴル,4,サンチャップリン,1,ビービーキング,6,,,,,狂愛,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,1,2,6,11着, 3.3,11,11,0,岩田康誠,替, 55 ,0.0,474,0,"260210 1東4  4R",東京,別場,,,,,,,,,,,,ダ,1600,+200,ダ,ダ,,,,稍重,新馬,16,-1,,, 1, 2,逃,逃げ,15,,,,,,,,,,,0426170203,202605230401070203,2023100543,1,23,7, ,12,3,023,2,00,0,1,01169,01054,974030,202602100501040402,0526140402
18,0523,2026.5.23,新2,新潟,7,2,未勝利・牝,10:20,未勝利,３歳,ダ,1800,1800,,,,,,15,15,15,,,,3,4,,,,,, ランランリンリン,ランランリンリン,,牝,3,牝,3,上里直汰,52▲,-3.0,,(美),辻哲英,美浦,,1,,,,,,,,,,,,,,,,,,,,9,72.4,1.1,10,6.0,9.9,2.6,237.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,,,,,,,,,,,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,橋本浩,,土田農場,,新ひだか町,モズアスコット,ニアークティック系,ベルシルエット,ディープインパクト,ロイヤルチャージャー系,Hennessy,ニアークティック系,ドクターデヴィアス,トゥルビヨン系,黒鹿,2023,0320,"2007年 3月 1日(19歳)","1980年 3月 6日(46歳)",,,,,,,,,,,人名より＋人名より,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,1,2,12,13着, 2.1,13,13,0,上里直汰,,52▲,0.0,426,0,"260314 1名1  4R",中京,別場,,,,,,,,,,,,芝,1600,+200,芝,ダ,,,,良,未勝利,16,-1,,15,15,15,後,後方,11,,,,,,,,,,,0426170204,202605230401070204,2023100216,1,23,7, ,12,3,023,2,00,3,1,01217,01182,426031,202603140701010402,0726110402
19,0523,2026.5.23,新2,新潟,7,2,未勝利・牝,10:20,未勝利,３歳,ダ,1800,1800,,,,,,15,15,15,,,,3,5,,,,,, エレーデサンライズ,エレーデサンライズ,,牝,3,牝,3,永島まな,53◇,-2.0,,(栗),平田修,栗東,,1,,,,,,,,,,,,,,,,,,,,2,6.5,12.2,2,1.4,1.9,18.6,152.5,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,,,,,,,,,,,89,0,3,3,0,0,0,3,0,0,0,3,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,,,,ライフハウス,,下河辺牧場,,日高町,エピファネイア,ロイヤルチャージャー系,カラズマッチポイント,Curlin,ネイティヴダンサー系,スペシャルウィーク,ロイヤルチャージャー系,"Storm Cat",ニアークティック系,鹿毛,2023,0305,"2002年10月27日(23歳)","1960年 5月29日(65歳)",エンペラーワケア,7,サンライズラポール,4,アスクオンディープ,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3,4,4,４着, 1.0,4,4,0,永島まな,,53◇,0.0,456,-4,"260426 1福6  3R",福島,別場,,,,,,,,,,,,ダ,1700,+100,ダ,ダ,,,,良,未勝利,15,0,12,12,10, 9,中,差し,2,,,,,,,,,,,0426170205,202605230401070205,2023100912,1,23,7, ,12,3,023,2,00,9,2,01187,01082,399803,202604260301060304,0326160304
20,0523,2026.5.23,新2,新潟,7,2,未勝利・牝,10:20,未勝利,３歳,ダ,1800,1800,,,,,,15,15,15,,,,4,6,,,,,, メイショウミズホ,メイショウミズホ,,牝,3,牝,3,大久保友,52▲,-3.0,,(美),和田勇介,美浦,,1,,,,,,,,,,,,,,,,,,,,13,109.0,0.7,11,9.3,15.6,1.6,221.3,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,,,,,,,,,,,0,0,2,2,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,,,,松本好隆,,赤田牧場,,浦河町,ダンカーク,ネイティヴダンサー系,メイショウカスガ,ゴールドアリュール,ロイヤルチャージャー系,"A.P. Indy",ナスルーラ系,Pulpit,ナスルーラ系,栗毛,2023,0319,"2003年 6月 1日(22歳)","1980年 3月 4日(46歳)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,,2,11,11着, 5.1,11,11,0,野中悠太,替, 55 ,-3.0,434,0,"260321 2中7  4R",中山,別場,,,,,,,,,,,,ダ,1800,0,ダ,ダ,,,,良,未勝利,13,2, 7, 7, 9,10,後,後方,12,,,,,,,,,,,0426170206,202605230401070206,2023101950,1,23,7, ,12,3,023,2,00,3,1,01194,01165,911008,202603210602070402,0626270402
21,0523,2026.5.23,新2,新潟,7,2,未勝利・牝,10:20,未勝利,３歳,ダ,1800,1800,,,,,,15,15,15,,,,4,7,,,,,, オーシャンミューズ,オーシャンミューズ,,牝,3,牝,3,石神深道,52▲,-3.0,,(美),堀内岳志,美浦,,1,,,,,,,,,,,,,,,,,,,,14,142.6,0.6,13,12.7,21.5,1.2,207.8,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,,,,,,,,,,,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,,,社台レースホース,,社台ファーム,,千歳市,ニューイヤーズデイ,ネイティヴダンサー系,ビーチパラソル,ダイワメジャー,ロイヤルチャージャー系,"Dixie Union",ニアークティック系,Boundary,ニアークティック系,芦毛,2023,0210,"2005年10月22日(20歳)","1973年10月 5日(52歳)",カサブランカキッド,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,3,11,13着, 5.0,13,13,0,上里直汰,替,52▲,0.0,448,0,"260412 1福2  3R",福島,別場,,,,,,,,,,,,ダ,1700,+100,ダ,ダ,,,,良,未勝利,15,0,13,13,13,13,後,後方,13,,,,,,,,,,,0426170207,202605230401070207,2023103510,1,23,7, ,12,3,023,2,00,3,1,01209,01189,415800,202604120301020303,0326120303
22,0523,2026.5.23,新2,新潟,7,2,未勝利・牝,10:20,未勝利,３歳,ダ,1800,1800,,,,,,15,15,15,,,,5,8,,,,,, ラミアスペランツァ,ラミアスペランツァ,,牝,3,牝,3,小沢大仁, 55 ,0.0,,(栗),宮地貴稔,栗東,,1,,,,,,,,,,,,,,,,,,,,5,14.7,5.4,5,2.1,3.3,9.0,165.9,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,,,,,,,,,,,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,シルクレーシング,,社台コーポレーション白老ファーム,,白老町,キタサンブラック,ロイヤルチャージャー系,アンティフォナ,Songandaprayer,ネイティヴダンサー系,サクラバクシンオー,ナスルーラ系,"Cat Thief",ニアークティック系,鹿毛,2023,0201,"2003年 1月 4日(23歳)","1980年10月15日(45歳)",ラウダシオン,5,グロリアラウス,4,アンブロジオ,4,ローウェル,4,グラドゥアーレ,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,,18,4,10着, 0.9,10,10,0,団野大成,替, 55 ,0.0,504,0,"260321 1名3  6R",中京,別場,,,,,,,,,,,,芝,1400,+400,芝,ダ,,,,良,未勝利,18,-3,,,14,13,後,後方,5,,,,,,,,,,,0426170208,202605230401070208,2023106794,1,23,7, ,12,3,023,2,00,0,2,01185,01211,506800,202603210701030618,0726130618
23,0523,2026.5.23,新2,新潟,7,2,未勝利・牝,10:20,未勝利,３歳,ダ,1800,1800,,,,,,15,15,15,,,,5,9,B,,,,, アジャイブ,アジャイブ,,牝,3,牝,3,遠藤汰月,52▲,-3.0,,(美),小笠倫弘,美浦,,1,,,,,,,,,,,,,,,,,,,,15,161.6,0.5,15,22.2,37.5,0.7,132.7,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,,,,,,,,,,,0,0,4,4,0,0,0,4,0,0,0,4,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,,,根岸朋弘,,佐竹牧場,,新ひだか町,キセキ,ネイティヴダンサー系,アレクサンドレッタ,ダイワメジャー,ロイヤルチャージャー系,ディープインパクト,ロイヤルチャージャー系,ウォーエンブレム,ネイティヴダンサー系,鹿毛,2023,0320,"2006年 2月14日(20歳)","1971年 7月19日(54歳)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,8,13,14着, 3.0,14,14,0,長浜鴻緒,替,53△,-1.0,460,+4,"260503 2東4  1R",東京,別場,,,,,,,,,,,,ダ,1600,+200,ダ,ダ,,,,稍重,未勝利,15,0,,,10,10,中,中団,15,,,,,,,,,,,0426170209,202605230401070209,2023102676,1,23,7, ,12,3,023,2,00,3,1,01218,01076,156033,202605030502040108,0526240108
24,0523,2026.5.23,新2,新潟,7,2,未勝利・牝,10:20,未勝利,３歳,ダ,1800,1800,,,,,,15,15,15,,,,6,10,,,,,, オコリンボーマミー,オコリンボーマミー,,牝,3,牝,3,今村聖奈,53◇,-2.0,,(栗),石坂公一,栗東,,1,,,,,,,,,,,,,,,,,,,,6,27.4,2.9,6,3.3,5.4,5.1,173.8,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,,,,,,,,,,,0,0,2,2,0,0,0,2,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,,,OUMA,,桑田牧場,,浦河町,キタサンブラック,ロイヤルチャージャー系,ロイヤルテーラー,ワークフォース,ネイティヴダンサー系,サクラバクシンオー,ナスルーラ系,ディープインパクト,ロイヤルチャージャー系,鹿毛,2023,0204,"2003年11月28日(22歳)","1982年12月13日(43歳)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,3,13,12着, 1.3,12,12,0,小沢大仁,替, 55 ,-2.0,408,+14,"260510 1新4  5R",新潟,同場,,,,,,,,,,,,芝,1800,0,芝,ダ,,,,良,未勝利,16,-1,,, 2, 2,先,先行,12,,,,,,,,,,,0426170210,202605230401070210,2023101687,1,23,7, ,12,3,023,2,00,9,2,01193,01166,379803,202605100401040503,0426140503
25,0523,2026.5.23,新2,新潟,7,2,未勝利・牝,10:20,未勝利,３歳,ダ,1800,1800,,,,,,15,15,15,,,,6,11,,,,,, エリザベスタウン,エリザベスタウン,,牝,3,牝,3,小林美駒,52▲,-3.0,,(美),池上昌和,美浦,,1,,,,,,,,,,,,,,,,,,,,7,37.0,2.2,7,4.4,7.2,3.7,170.7,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,,,,,,,,,,,0,0,2,2,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,,,,山川憲彦,,松浦牧場,,新冠町,ホッコータルマエ,ネイティヴダンサー系,サトノネネ,ディープインパクト,ロイヤルチャージャー系,"Cherokee Run",ナスルーラ系,Monsun,その他のエクリプス系,青鹿,2023,0224,"2005年 3月19日(21歳)","1974年10月 6日(51歳)",ネオアリシア,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,1,13,9,11着, 2.8,11,11,0,原優介,替, 55 ,-3.0,456,-16,"260301 2中2  1R",中山,別場,,,,,,,,,,,,ダ,1800,0,ダ,ダ,,,,稍重,未勝利,16,-1, 5, 6, 5, 5,中,中団,11,,,,,,,,,,,0426170211,202605230401070211,2023106545,1,23,7, ,12,3,023,2,00,3,1,01206,01150,078034,202603010602020113,0626220113
26,0523,2026.5.23,新2,新潟,7,2,未勝利・牝,10:20,未勝利,３歳,ダ,1800,1800,,,,,,15,15,15,,,,7,12,,,,,, エバーウインド,エバーウインド,,牝,3,牝,3,和田陽希,52▲,-3.0,,(栗),藤野健太,栗東,,1,,,,,,,,,,,,,,,,,,,,11,86.2,0.9,12,9.8,16.5,1.5,165.1,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,,,,,,,,,,,0,0,3,3,0,0,0,3,0,0,0,3,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,,,,ノルマンディーサラブレッドレーシング,,社台ファーム,,千歳市,レイデオロ,ネイティヴダンサー系,エバーミランダ,ディープインパクト,ロイヤルチャージャー系,シンボリクリスエス,ロイヤルチャージャー系,Mtoto,その他のエクリプス系,鹿毛,2023,0421,"2007年 3月15日(19歳)","1978年 3月21日(48歳)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,12,13,15着, 2.0,15,15,0,長岡禎仁,替, 55 ,-3.0,430,-4,"260510 3京6  4R",京都,別場,,,,,,,,,,,,芝,1600,+200,芝,ダ,,,,良,未勝利,17,-2,,, 8,12,中,中団,15,,,,,,,,,,,0426170212,202605230401070212,2023103352,1,23,7, ,12,3,023,2,00,3,2,01223,01200,854800,202605100803060412,0826360412
27,0523,2026.5.23,新2,新潟,7,2,未勝利・牝,10:20,未勝利,３歳,ダ,1800,1800,,,,,,15,15,15,,,,7,13,,,,,, タガノアルテミス,タガノアルテミス,,牝,3,牝,3,丹内祐次, 55 ,0.0,,(栗),西園翔太,栗東,,1,,,,,,,,,,,,,,,,,,,,3,9.2,8.6,3,1.6,2.5,12.8,147.6,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,,,,,,,,,,,59,0,4,4,0,1,0,3,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,,,,八木良司,,新冠タガノファーム,,新冠町,サンダースノー,ニアークティック系,バーンアウル,コマンズ,ニアークティック系,"Dubai Destination",ネイティヴダンサー系,サンデーサイレンス,ロイヤルチャージャー系,黒鹿,2023,0306,"1985年11月 5日(40歳)","1990年 3月 8日(36歳)",サイレントスウープ,2,ノクターナリティ,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,3,9,5,７着, 1.4,7,7,0,高杉吏麒,替, 55 ,0.0,446,0,"260328 1名5  2R",中京,別場,,,,,,,,,,,,ダ,1800,0,ダ,ダ,,,,稍重,未勝利,13,2, 6, 7, 7, 7,中,中団,7,,,,,,,,,,,0426170213,202605230401070213,2023104329,1,23,7, ,12,3,023,2,00,0,2,01091,01196,859002,202603280701050209,0726150209
